,Unnamed: 0,id,turn,message,message_clean,topic,topic_label,tfidf_score,deviance,is_question,is_question_score
14898,37703,6e223dc6-3018-4c89-8112-8eaad72a9e8d,1,I want to talk to a real person.,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802707,0.4691311881060727,0,0.6
22351,56174,7ce8bca9-4e7b-4366-b795-04921f32c59e,1,How do I contact you?,contact,topic #4,"contact, contact information, change contact, contact info, information, someone",1.0,-0.7651723449741985,1,1.0
6467,16584,f515770f-d2d7-44a9-bfb6-fe2870f40756,1,mortgage preaproval,mortgage preaproval,topic #27,"mortgage, mortgage rate, mortgage loan, refinance mortgage, mortgage refinance, current mortgage",1.0,-0.7651723449741985,0,0.9979870248921225
31485,78581,ef576614-8b21-4afc-9acb-7588a218a397,7,application loan link does not work,application loan link work,topic #35,"application, status, status loan, loan application, check status, loan",1.9258081743537676,0.16063582937956888,0,0.6
10507,26578,5b5aebc1-df43-4eae-b453-e3fa3709660d,3,What if I can't make my loan payments?,make loan payment,topic #25,"payment, make, loan payment, make loan, skip, skip payment",2.182441008014462,0.4172686630402633,1,1.0
11202,28319,9a511a39-91f4-423c-8bbf-fe075b6fec51,3,How do I log in to online banking?,log online banking,topic #18,"online, online banking, banking, log online, account online, online account",2.21948550385759,0.4543131588833915,1,1.0
16653,42099,f1259d5b-70e7-4a30-835b-fa2adb7e4fef,3,Checking account for children,check account child,topic #12,"check, check account, cashier check, cashier, check balance, deposit check",2.1146926599297657,0.34952031495556724,0,0.7990349650349651
16038,40539,5ff1bea6-2684-45f8-8adb-b61a83220f88,1,do i have to be a member to get a loan?,member loan,topic #2,"loan, car, car loan, personal, personal loan, loan payment",1.4024132033641779,-0.3627591416100204,1,0.8
32872,81954,35b6e8ec-e1d9-4b27-a35b-bdea84cc8af5,5,I really need to talk to someone in person,really talk someone person,topic #0,"talk real, talk, real person, real, person, human",2.1069434391328503,0.3417710941586518,0,0.7
6721,17223,2c78fe6b-37f7-489c-9d06-c1f1c9339f52,5,I don't know my User ID,know user id,topic #9,"credit card, card, credit, know, know credit, apply credit",1.98610657228248,0.2209342273082815,0,0.6989520598571575
28843,72230,f995b530-fb97-420d-9c96-a051db5ae880,3,Log in,log,topic #10,"log, log online, log account, try log, trouble, unable",1.0,-0.7651723449741985,0,0.7
1962,4996,f9898f41-c38d-4f02-84fd-771a14cddb4a,1,agent,agent,topic #1,"agent, speak, talk, live, please, question",1.0,-0.7651723449741985,0,0.9979870248921225
4362,11195,d18f6061-ec28-4348-90b6-ad030a4d2f0a,9,Speak w representative,speak w representative,topic #15,"person, real, real person, speak, chat, live person",1.4117146875329132,-0.3534576574412853,0,0.6986993945651664
4282,10990,1b9f933c-b5fa-4247-9952-314a2996df8d,2,What are your CD rates,cd rate,topic #11,"rate, interest, interest rate, mortgage rate, current, loan rate",1.6825647438217186,-0.08260760115247989,0,0.5
13711,34661,d18f6061-ec28-4348-90b6-ad030a4d2f0a,1,I want to talk to a real person.,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802707,0.4691311881060727,0,0.6
698,1786,9663abaa-0033-46ba-a791-de281b292b9a,1,How do I contact you?,contact,topic #4,"contact, contact information, change contact, contact info, information, someone",1.0,-0.7651723449741985,1,1.0
4836,12401,c35577a7-5b1b-42ff-be23-296d67dc9d8f,1,I want to talk to a real person.,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802707,0.4691311881060727,0,0.6
16135,40786,b34515a9-e1c1-4374-a38b-fd2cb1f7e310,2,Changing flights booked with points,change flight book point,topic #45,"point, reward, reward point, redeem, use, redeem point",1.6942578307807774,-0.0709145141934211,0,0.8
21962,55221,b6e91b5c-ea0e-419a-a921-8230177e33a4,1,online banking is not working,online banking work,topic #18,"online, online banking, banking, log online, account online, online account",1.9933185503656576,0.22814620539145936,0,0.8
15912,40225,c762e6f0-ad5c-49ec-8928-a421406db644,7,I started an application and saved it. How can I find it,start application save find,topic #35,"application, status, status loan, loan application, check status, loan",1.976440790551019,0.21126844557682056,0,0.6
32933,82097,abd29f0b-22fc-4447-9d74-f23572378e46,3,Branch/ATM locations,branch / atm location,topic #14,"branch, branch atm, atm, location, atm location, branch open",2.222951311313415,0.4577789663392167,0,0.8986024095075071
27782,69653,e5e24244-9985-4be9-9ed4-b858a6a7e8d2,1,I need to withdraw money from my account,withdraw money account,topic #40,"money, transfer money, market, money market, transfer, market account",2.140716199789509,0.3755438548153107,1,0.6
9323,23654,ae26c98e-0068-440b-8312-1d1fd66e8301,1,DIFFERENCE BETWEEN MEMBERSHIP SAVINGS ACCOUNT AND SHARES II SAVINGS?,difference membership saving account shares ii saving,topic #44,"saving, checking, saving account, checking account, account, open checking",2.093954658235605,0.3287823132614067,0,0.9
20099,50581,f5630f61-6a89-4b4a-962d-098f8cf74889,1,What is a jumbo,jumbo,topic #0,"talk real, talk, real person, real, person, human",0.0,-1.7651723449741985,1,0.8
31592,78838,d2870a2f-17f9-4a0e-94e6-23c1cd6bfb82,1,How long does my credit card start working again? ,long credit card start work,topic #9,"credit card, card, credit, know, know credit, apply credit",2.3949372991619144,0.6297649541877159,1,0.600374531835206
3651,9372,c7fa51af-168e-43a0-a99c-a5726ca7e007,1,I want to talk to a real person.,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802707,0.4691311881060727,0,0.6
15264,38635,ed02b229-0e33-4608-8647-64dfd6cd6c78,1,How can I buy plane tickets with my points?,buy plane ticket point,topic #45,"point, reward, reward point, redeem, use, redeem point",1.4085012914372441,-0.3566710535369546,1,0.8
24103,60530,8d1b91ad-f28e-4bd0-a168-afc1f1fb3844,5,I want to talk to a real person.,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802707,0.4691311881060727,0,0.6
7153,18257,98f69582-6ac2-4ff3-b0a9-bdd37e74b535,1,Cashing my points,cash point,topic #45,"point, reward, reward point, redeem, use, redeem point",1.41417494361112,-0.3509974013630785,0,0.9979870248921225
30958,77314,0a3faeff-2c6b-4074-bea3-0f9d9c58b13e,1,I would like to see my account online. Thanks,see account online thank,topic #21,"thank, ok, ok thank, nothing, okay, look",2.177340088473441,0.41216774349924296,0,0.7
23213,58290,afcee1ef-f1f1-495d-a045-5cb785e50ada,1,Is this a real person?,real person,topic #15,"person, real, real person, speak, chat, live person",1.732009839950566,-0.03316250502363238,0,0.8
26419,66360,f803ecab-afcd-4e7f-b9ee-cbf4b6efc141,5,dose that stop payments too?,dose stop payment,topic #25,"payment, make, loan payment, make loan, skip, skip payment",1.6923680666606131,-0.07280427831358538,0,0.6993265916923634
27535,69053,dc08b6e3-8d9b-49ea-9a6b-f13373abba1a,7,Log in,log,topic #10,"log, log online, log account, try log, trouble, unable",1.0,-0.7651723449741985,0,0.7
20681,52026,93bda27e-ebc3-4553-a03a-a53a0296ec64,3,I’m still stuck,still stick,topic #47,"bank, statement, bank statement, bank account, bank card, transfer",1.0,-0.7651723449741985,0,0.7979870248921225
1632,4171,e9c7ebe2-8c91-48a9-886d-4764aad919b2,5,posh,posh,topic #0,"talk real, talk, real person, real, person, human",0.0,-1.7651723449741985,0,0.9979870248921225
7103,18129,c5aa7487-7b1f-43eb-8244-0df003f4bbd7,3,I want to know more about your credit cards.,know credit card,topic #9,"credit card, card, credit, know, know credit, apply credit",2.1802154577434063,0.4150431127692078,0,0.5
6604,16925,9a601268-3497-4082-93f7-64b0770ebb74,9,How do I make changes to my title?,make change title,topic #48,"pin, change, change pin, address, find, card pin",2.186634242183104,0.4214618972089055,1,1.0
14737,37296,31a7be9d-ebaf-4e48-9721-7c79227adeb6,1,Do i have enough points to reverse a over draft fee?,enough point reverse draft fee,topic #45,"point, reward, reward point, redeem, use, redeem point",1.956135963538422,0.1909636185642236,1,1.0
6608,16934,71478aa0-1d0a-4088-ba4b-2f3cddd3983c,3,fees,fee,topic #20,"transfer, wire, wire transfer, international, domestic, international wire",1.0,-0.7651723449741985,0,0.9979870248921225
10439,26407,321f0e31-2e26-484c-902a-2a0420d88840,3,100 homestead road apt 9 mankato MN <NUMERICAL>,100 homestead road apt 9 mankato mn < numerical >,topic #0,"talk real, talk, real person, real, person, human",1.721078258468092,-0.04409408650610636,0,0.9986971271971271
23347,58612,802a6219-1e6c-44a4-b05e-01cb780c5a5b,1,What can this thing do?,thing,topic #6,"thing, type, zelle, enter, expedite title, expedite",1.0,-0.7651723449741985,1,0.8
22734,57114,0feda7ec-d6fc-4a32-9e6f-2b3c29b3fc31,5,When is the Roseville Branch drive up window open?? Thank you,roseville branch drive window open thank,topic #21,"thank, ok, ok thank, nothing, okay, look",2.747446643994508,0.9822742990203092,0,0.6
31440,78473,12333d6e-a2bb-453c-b934-5be00ba66c6c,27,what is your name?,name,topic #48,"pin, change, change pin, address, find, card pin",1.0,-0.7651723449741985,1,0.8
16155,40840,149bf267-10ce-462c-8a4c-94ad7caae277,1,What can this thing do?,thing,topic #6,"thing, type, zelle, enter, expedite title, expedite",1.0,-0.7651723449741985,1,0.8
13620,34420,85b3d276-95fb-4d56-ab82-3dc4952b612a,1,I qualified with you guys for an auto loan. I am now looking at buying from a private party. What are the next steps? How long before I have to get the title to you? The party I am buying from has to pay off their loan and then they will get the title. Please advise..,qualify guy auto loan look buy private party next step long title party buy pay loan title please advise,topic #32,"auto, auto loan, refinance auto, pay auto, apply auto, payoff",3.42767606136328,1.6625037163890812,0,0.8
8297,21081,e9335cea-044e-4274-82da-fe444a208146,1,How do I contact you?,contact,topic #4,"contact, contact information, change contact, contact info, information, someone",1.0,-0.7651723449741985,1,1.0
22332,56129,30d82232-db77-4ea1-a6b8-2a7025fd7eee,3,How do I refinance?,refinance,topic #22,"refinance, refinance rate, refinance information, information, refinance mortgage, car",1.0,-0.7651723449741985,1,1.0
22676,56973,e399b31c-d079-4bc3-8a0d-a396c63b1afd,11,Can't log in,log,topic #10,"log, log online, log account, try log, trouble, unable",1.0,-0.7651723449741985,0,0.7
17284,43674,2d929c48-1d92-4a48-aefe-d029ced749f6,9,What's my Member Number?,member number,topic #24,"member number, member, number, find member, find, transfer member",1.7111330934378524,-0.05403925153634615,1,0.9
32335,80654,58ab44bc-b792-45b0-a216-d88a335398c2,1,Hello. I lost my debit card. I called the lost card number last night to report it. They told me to call you all in the morning.,lose debit card call lost card number last night report tell call morning,topic #19,"card, debit, debit card, new, new debit, replacement",3.3431617707243615,1.5779894257501634,0,0.9
4602,11815,3fe1ba68-b062-463f-98d0-5a3f3d00f3bc,1,What are your hours?,hour,topic #3,"hour, drive, branch hour, branch, business, lobby",1.0,-0.7651723449741985,0,0.5
22416,56334,527ebcb0-2867-4e81-b8b5-2912e6756cec,3,When do stimulus checks get in?,stimulus check,topic #12,"check, check account, cashier check, cashier, check balance, deposit check",1.6693930060335702,-0.09577933894062828,1,1.0
3315,8505,3733e794-1899-4ad0-802c-5994bff92d56,3,how do I find out if someone deposited my check into their account?,find someone deposit check account,topic #26,"deposit, deposit check, mobile, mobile deposit, phone, direct",2.5934640707019927,0.8282917257277942,1,0.9
25439,63934,0ececad7-2166-4b9d-b8f1-fc3a405ad0cf,6,nce,nce,topic #0,"talk real, talk, real person, real, person, human",0.0,-1.7651723449741985,0,0.9979870248921225
22712,57061,fda8470e-00cc-431d-9dd8-3dea24dfdec9,1,Is this a real person?,real person,topic #15,"person, real, real person, speak, chat, live person",1.732009839950566,-0.03316250502363238,0,0.8
4580,11752,c7c3bc27-8e5a-4236-96e8-5700954b07ed,1,Skip a payment,skip payment,topic #25,"payment, make, loan payment, make loan, skip, skip payment",1.7087188208063375,-0.056453524167860765,0,0.9979870248921225
21041,52936,b0fbe0d6-b6df-470a-a42e-4886bfebcf21,3,How do I contact you?,contact,topic #4,"contact, contact information, change contact, contact info, information, someone",1.0,-0.7651723449741985,1,1.0
16125,40758,d24e7442-e06d-45d5-81e2-b8b70ba511a5,1,Verified by visa,verify visa,topic #36,"pay, bill, bill pay, pay loan, much, pay bill",1.410373457160448,-0.3547988878137505,0,0.7996644295302013
7018,17920,2c8d7310-cc47-4443-b76d-c17b32d5f8ee,3,No,no,topic #17,"no, help, need, need help, you, ever",1.0,-0.7651723449741985,0,1.0
5988,15365,25a893af-75ab-4e53-a7e2-13d9606cf79a,1,fax # to fraud department,fax # fraud department,topic #19,"card, debit, debit card, new, new debit, replacement",1.7244451919260442,-0.04072715304815433,0,0.599625468164794
8654,21973,9038d376-9a25-461e-80ec-5db5a5ac78e1,1,Do I need to be a member to apply for a equity loan?,member apply equity loan,topic #49,"home, home loan, equity, home equity, line, line credit",2.133707908020337,0.3685355630461384,1,0.9
5494,14106,6d47c99d-7861-4ea0-8b9a-d5ee6e47dceb,1,agent,agent,topic #1,"agent, speak, talk, live, please, question",1.0,-0.7651723449741985,0,0.9979870248921225
22245,55918,94925793-87f9-4a24-9bee-2d7a490c38ef,3,Is this a real person?,real person,topic #15,"person, real, real person, speak, chat, live person",1.732009839950566,-0.03316250502363238,0,0.8
26720,67076,741238fa-d945-4385-9deb-1654cdd0c826,7,that login and temporary password didn't work,login temporary password work,topic #29,"digital, digital banking, lock, password, banking, password lock",1.7302482485890849,-0.034924096385113616,0,0.8
13636,34466,1b9f933c-b5fa-4247-9952-314a2996df8d,4,What are your cd rates,cd rate,topic #11,"rate, interest, interest rate, mortgage rate, current, loan rate",1.6825647438217186,-0.08260760115247989,0,0.5
29604,74070,485c3069-a86e-4dfd-812b-ee4680a06b92,5,Report Fraud,report fraud,topic #19,"card, debit, debit card, new, new debit, replacement",1.7299346069875998,-0.03523773798659868,0,0.9996644295302014
28642,71736,f5c8e6ef-7da9-4d36-b44d-6b15fc2d5646,3,View transactions,view transaction,topic #47,"bank, statement, bank statement, bank account, bank card, transfer",1.714599763560212,-0.050572581413986566,0,0.9989769413427132
24256,60929,683fb4a9-4136-4fdb-add9-5604458fea5e,1,I want to talk to a real person.,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802707,0.4691311881060727,0,0.6
19868,50030,e88de9d5-c23e-40c1-ad27-85e0b0a555d0,1,What is your ABA number?,aba number,topic #33,"account number, number, account, checking account, savings account, phone",1.0,-0.7651723449741985,1,0.8
31320,78182,b1305ece-8947-4316-a025-ca1f0170c251,1,Stop and automatic debit ,stop automatic debit,topic #19,"card, debit, debit card, new, new debit, replacement",1.7126377989160468,-0.05253454605815167,0,0.7
8710,22113,528ac420-eaed-4453-91fb-0d5307e12f16,1,security questions,security question,topic #41,"affinity, plus, affinity plus, offer, plus account, external",1.7208690155684052,-0.04430332940579329,0,0.8979870248921225
13684,34595,7f207a49-53cc-421b-8045-3e1ae31a22e2,1,I need to talk to the solutions department ,talk solution department,topic #0,"talk real, talk, real person, real, person, human",1.3194895513380671,-0.4456827936361314,1,0.7
22461,56444,9f699951-995d-4804-b135-d9f5b4c7c063,1,Credit card increase,credit card increase,topic #9,"credit card, card, credit, know, know credit, apply credit",1.9479881333577458,0.1828157883835475,0,0.7983225953619212
16670,42141,42777cc7-16a5-4a94-8b70-8267b3c40467,3,How do I deposit a check from my phone?,deposit check phone,topic #26,"deposit, deposit check, mobile, mobile deposit, phone, direct",2.1845209811244617,0.4193486361502632,1,0.9
4753,12205,8ec26f0c-0acf-4f7d-847b-a04561049240,3,gift card ,gift card,topic #19,"card, debit, debit card, new, new debit, replacement",1.6789626525502968,-0.08620969242390175,0,0.9979870248921225
23285,58461,12cffe23-7924-4592-974c-fa037c8b87f7,15,i want to log in,log,topic #10,"log, log online, log account, try log, trouble, unable",1.0,-0.7651723449741985,1,0.6
30709,76721,8a97ce60-8e5a-4230-a219-3ece03257545,7,I can't remember my member number ,remember member number,topic #24,"member number, member, number, find member, find, transfer member",1.9431503105758203,0.17797796560162182,0,0.7
13525,34183,fe40f7da-6686-4c44-b0bf-4f81540c77e5,1,agent,agent,topic #1,"agent, speak, talk, live, please, question",1.0,-0.7651723449741985,0,0.9979870248921225
4991,12813,5c585156-b5ca-4aea-a201-7d0e748bb7fe,1,Agent,agent,topic #1,"agent, speak, talk, live, please, question",1.0,-0.7651723449741985,0,0.9979870248921225
20739,52175,bee6e887-0983-4b52-a37d-0ff8a7b0a2c7,3,How do I open more accounts?,open account,topic #16,"open, open account, lobby, lobby open, fee open, fee",1.6984629393371202,-0.06670940563707828,1,1.0
14653,37089,164ec075-f624-4349-827e-995ce9bfa68a,3,I want to talk to a real person.,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802707,0.4691311881060727,0,0.6
7804,19857,9402f55d-c7c5-448e-9e8e-3f00932767e5,5,How do I change my contact information?,change contact information,topic #48,"pin, change, change pin, address, find, card pin",2.187654544979903,0.4224822000057047,1,1.0
7896,20092,9b2513ba-ee6e-4fa5-8fda-994de483d78f,3,How do I log in to online banking?,log online banking,topic #18,"online, online banking, banking, log online, account online, online account",2.21948550385759,0.4543131588833915,1,1.0
31337,78223,898bd8b1-3777-4d5d-9d03-feb528cf4709,7,Is there an email?,email,topic #48,"pin, change, change pin, address, find, card pin",1.0,-0.7651723449741985,0,0.8
22387,56264,4edfc288-100c-4048-a9cf-7a68abd04a89,3,How do I dispute a charge?,dispute charge,topic #19,"card, debit, debit card, new, new debit, replacement",1.726931561065518,-0.03824078390868047,1,1.0
21953,55197,1ed1f03b-efbb-4f03-b0de-7853581869be,7,How do I log in to online banking?,log online banking,topic #18,"online, online banking, banking, log online, account online, online account",2.21948550385759,0.4543131588833915,1,1.0
26780,67222,11ab2047-6cd4-4739-be97-133ddf7a2af4,9,Become a Member,become member,topic #8,"become, become member, member, member qualify, anyone become, anyone",1.7252814369822342,-0.03989090799196426,0,0.7
937,2414,573d79cb-1c67-423d-9cb3-c624114f0bfe,5,What's my card's PIN?,card 's pin,topic #48,"pin, change, change pin, address, find, card pin",1.6655716180708326,-0.09960072690336584,1,1.0
29824,74594,049e39b1-90fb-4f3d-9bff-a5dea9ccfc46,11,member log-in is not populating,member log populate,topic #10,"log, log online, log account, try log, trouble, unable",1.4105645442345225,-0.35460780073967624,0,0.8
24994,62795,246ead35-ec92-4d43-891e-90e2224fa955,23,What's Regulation D?,regulation,topic #28,"info, contact info, contact, account info, update account, update",1.0,-0.7651723449741985,1,1.0
12429,31390,f749d849-8251-46ca-ac93-2ea3c444ada1,1,what is the routing number?,route number,topic #5,"route, route number, number, phone number, phone, find",1.7221945691269671,-0.04297777584723117,1,0.6
31266,78052,78568152-3765-4822-a603-b2baf5419c1b,9,hardship,hardship,topic #0,"talk real, talk, real person, real, person, human",1.0,-0.7651723449741985,0,0.9979870248921225
1914,4869,85334bf2-3a25-4983-80f2-c82a1d5ea082,3,No,no,topic #17,"no, help, need, need help, you, ever",1.0,-0.7651723449741985,0,1.0
6007,15415,3e1b45f3-d754-4044-baa2-427f1f54ed87,7,Can't log in,log,topic #10,"log, log online, log account, try log, trouble, unable",1.0,-0.7651723449741985,0,0.7
28054,70305,a7a475a2-261e-4095-b44d-0c53306d7300,1,Can I deposit a check from my phone?,deposit check phone,topic #26,"deposit, deposit check, mobile, mobile deposit, phone, direct",2.1845209811244617,0.4193486361502632,1,0.7
2716,6964,1405e706-5497-4361-892f-1253b1674a77,1,I am trying to locate a notary republic.,try locate notary republic,topic #18,"online, online banking, banking, log online, account online, online account",1.7090216566880605,-0.05615068828613823,1,0.7
22814,57305,56020c97-5bf4-4d4a-9eb5-9bcba91d120f,1,Can’t log in my account ,log account,topic #10,"log, log online, log account, try log, trouble, unable",1.6502624024340815,-0.11490994254011674,0,0.5
2819,7235,afd648b1-07e6-4b99-b002-c7d495a4bd66,1,agent,agent,topic #1,"agent, speak, talk, live, please, question",1.0,-0.7651723449741985,0,0.9979870248921225
22574,56721,6227ed1c-3176-472d-9c25-5c913f590987,1,I'd like to become a member,become member,topic #8,"become, become member, member, member qualify, anyone become, anyone",1.7252814369822342,-0.03989090799196426,0,0.6
15436,39053,f6d179a0-e301-4a68-b181-1f8eac7d7c75,3,I want to talk to a real person.,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802707,0.4691311881060727,0,0.6
3907,10045,0f0b414a-51b7-44f6-a0f5-ca691302376c,5,I need help from an agent,agent,topic #1,"agent, speak, talk, live, please, question",1.0,-0.7651723449741985,1,0.7
18401,46459,6e7be948-fcef-46be-90d4-6753e5cef006,1,Home equity loan,home equity loan,topic #49,"home, home loan, equity, home equity, line, line credit",2.16553963516348,0.4003672901892814,0,0.7986722457115716
23716,59532,0b264e1d-0294-47be-bea1-8eef0f8697a6,1,What can this thing do?,thing,topic #6,"thing, type, zelle, enter, expedite title, expedite",1.0,-0.7651723449741985,1,0.8
8906,22611,2530ad63-5620-49e9-8939-7ca9ea8834ab,7,"No thanks. Found what I needed,",thank find,topic #21,"thank, ok, ok thank, nothing, okay, look",1.4141087306896822,-0.3510636142845163,1,1.0
23515,59030,b0b5342b-5df1-46d9-82ba-22060014da4e,17, .... . . . . , ,topic #0,"talk real, talk, real person, real, person, human",0.0,-1.7651723449741985,0,0.9979870248921225
11909,30095,f55178a8-d678-4fef-9ec2-b174269a41db,5,routing,route,topic #5,"route, route number, number, phone number, phone, find",1.0,-0.7651723449741985,0,0.9979870248921225
14071,35588,3287cf23-50fa-41f8-b082-9c61de696d9d,5,CREDIT CARD,credit card,topic #9,"credit card, card, credit, know, know credit, apply credit",1.7204737484693997,-0.04469859650479902,0,0.8979870248921225
29542,73911,0a2d8edb-0249-4a0f-affb-f96ef9462dc2,1,How can I apply for a loan?,apply loan,topic #13,"apply, apply loan, loan, apply credit, apply auto, ppp",1.7083553833282874,-0.0568169616459111,1,0.8
4616,11850,e5ce8d3d-e2a3-4597-9b11-002d1435df77,1,What are your hours?,hour,topic #3,"hour, drive, branch hour, branch, business, lobby",1.0,-0.7651723449741985,0,0.5
16590,41943,e709524c-9ba2-49e5-a242-be5c10ab29d6,1,trailer loan,trailer loan,topic #2,"loan, car, car loan, personal, personal loan, loan payment",1.0,-0.7651723449741985,0,0.8979870248921225
174,440,ea0d9088-c46f-4e81-aedc-3902e2e4193b,1,"What is the routing number for Lakeville, Minnesota?",route number lakeville minnesota,topic #5,"route, route number, number, phone number, phone, find",1.9428384088647623,0.17766606389056405,1,0.7
14730,37277,35faa43b-1711-4bb7-a587-85c799013113,11,I want to know more about your credit cards.,know credit card,topic #9,"credit card, card, credit, know, know credit, apply credit",2.1802154577434063,0.4150431127692078,0,0.5
29079,72804,42db3d08-7b68-4317-a6ff-a38c6991bb4a,5,Contact info,contact info,topic #28,"info, contact info, contact, account info, update account, update",1.7198680447744938,-0.04530430019970466,0,0.7992898976949954
22543,56644,fb9f2d14-5aa0-4c96-9a97-71a2c50b86bb,25,shit,shit,topic #0,"talk real, talk, real person, real, person, human",0.0,-1.7651723449741985,0,0.9979870248921225
21784,54772,1b6b1f3e-37e8-4c6e-bd02-a7ad47e9da3f,1,How can I get a card or become a member online ,card become member online,topic #8,"become, become member, member, member qualify, anyone become, anyone",2.2194836876493307,0.4543113426751322,1,0.9
